0.550562	0.216667	0.000000	0.000000	0.756757	0.216495	0.353535	0														
0.078652	0.400000	0.000000	0.000000	0.729730	0.329897	0.444444	0														
0.629213	0.400000	0.000000	0.000000	0.662162	0.350515	0.464646	0														
0.662921	0.550000	0.000000	0.000000	0.702703	0.432990	0.363636	0														
0.258427	0.266667	0.000000	0.000000	0.743243	0.226804	0.353535	0														
0.752809	0.383333	0.000000	0.000000	0.486486	0.360825	0.464646	0														
0.325843	0.200000	0.000000	0.000000	0.594595	0.206186	0.343434	0														
0.235955	0.300000	0.000000	0.000000	0.689189	0.257732	0.393939	0														
0.224719	0.466667	0.000000	0.000000	0.621622	0.494845	0.575758	0														
0.471910	0.400000	0.000000	0.000000	0.756757	0.154639	0.303030	0														
0.471910	0.133333	0.000000	0.000000	0.770270	0.247423	0.373737	0														
0.280899	0.533333	0.000000	0.000000	0.594595	0.144330	0.292929	0														
0.438202	0.266667	0.000000	0.000000	0.621622	0.216495	0.353535	0														
0.573034	0.566667	0.000000	0.000000	0.621622	0.298969	0.353535	0														
0.247191	0.450000	0.000000	0.000000	0.648649	0.134021	0.282828	0														
0.280899	0.400000	0.000000	0.000000	0.621622	0.422680	0.525253	0														
0.382022	0.483333	0.000000	0.000000	0.513514	0.216495	0.353535	0														
0.494382	0.183333	0.000000	0.000000	0.743243	0.505155	0.585859	0														
0.258427	0.400000	0.000000	0.000000	0.527027	0.257732	0.383838	0														
0.460674	0.683333	0.000000	0.000000	0.527027	0.185567	0.323232	0														
0.449438	0.483333	0.000000	0.000000	0.513514	0.195876	0.000000	0														
0.348315	0.116667	0.000000	0.000000	0.986486	0.020619	0.141414	0														
0.573034	0.633333	0.000000	0.000000	0.554054	0.319588	0.434343	0														
0.337079	0.000000	0.000000	0.000000	0.756757	0.082474	0.232323	0														
0.404494	0.383333	0.000000	0.000000	0.648649	0.195876	0.232323	0														
0.325843	0.350000	0.000000	0.000000	0.648649	0.422680	0.525253	0														
0.280899	0.400000	0.000000	0.000000	0.635135	0.309278	0.424242	0														
0.235955	0.583333	0.000000	0.000000	0.675676	0.298969	0.414141	0														
0.483146	0.350000	0.000000	0.000000	0.716216	0.329897	0.444444	0														
0.483146	0.383333	0.000000	0.000000	0.635135	0.288660	0.414141	0														
0.595506	0.366667	0.000000	0.000000	0.594595	0.237113	0.363636	0														
0.382022	0.283333	0.000000	0.000000	0.513514	0.329897	0.444444	0														
0.629213	0.583333	0.000000	0.000000	0.459459	0.350515	0.464646	0														
0.449438	0.216667	0.000000	0.000000	0.567568	0.329897	0.444444	0														
0.269663	0.316667	0.000000	0.000000	0.418919	0.164948	0.313131	0														
0.404494	0.633333	0.000000	0.000000	0.554054	0.360825	0.464646	0														
0.325843	0.600000	0.000000	0.000000	0.567568	0.268041	0.393939	0														
0.730337	0.516667	0.000000	0.000000	0.797297	0.278351	0.404040	0														
0.359551	0.433333	0.000000	0.000000	0.472973	0.257732	0.383838	0														
0.426966	0.500000	0.000000	0.000000	0.648649	0.195876	0.292929	0														
0.370787	0.483333	0.000000	0.000000	0.702703	0.298969	0.414141	0														
0.337079	0.350000	0.000000	0.000000	0.797297	0.391753	0.494949	0														
0.449438	0.566667	0.000000	0.000000	0.608108	0.371134	0.474747	0														
0.314607	0.366667	0.000000	0.000000	0.675676	0.309278	0.424242	0														
0.685393	0.483333	0.000000	0.000000	0.648649	0.329897	0.414141	0														
0.191011	0.366667	0.000000	0.000000	0.608108	0.402062	0.505051	0														
0.494382	0.316667	0.000000	0.000000	0.743243	0.536082	0.616162	0														
0.483146	0.400000	0.000000	0.000000	0.527027	0.257732	0.393939	0														
0.471910	0.316667	0.000000	0.000000	0.783784	0.123711	0.272727	0														
0.258427	0.283333	0.000000	0.000000	0.581081	0.309278	0.434343	0														
0.415730	0.600000	0.000000	0.000000	0.567568	0.402062	0.363636	0														
0.325843	0.233333	0.000000	0.000000	0.608108	0.000000	0.171717	0														
0.247191	0.333333	0.000000	0.000000	0.472973	0.371134	0.474747	0														
0.258427	0.700000	0.000000	0.000000	0.500000	0.515464	0.595960	0														
0.528090	0.516667	0.000000	0.000000	0.297297	0.134021	0.262626	0														
0.606742	0.516667	0.000000	0.000000	0.378378	0.309278	0.424242	0														
0.573034	0.350000	0.000000	0.000000	0.472973	0.340206	0.454545	0														
0.449438	0.316667	0.000000	0.000000	0.608108	0.309278	0.424242	0														
0.494382	0.300000	0.000000	0.000000	0.405405	0.309278	0.434343	0														
0.471910	0.366667	0.000000	0.000000	0.729730	0.319588	0.434343	0														
0.494382	0.666667	0.000000	0.000000	0.675676	0.443299	0.545455	0														
0.584270	0.333333	0.000000	0.000000	0.554054	0.257732	0.383838	0														
0.404494	0.416667	0.000000	0.000000	0.648649	0.453608	0.545455	0														
0.202247	0.233333	0.000000	0.000000	0.621622	0.216495	0.353535	0														
0.528090	0.216667	0.000000	0.000000	0.689189	0.309278	0.434343	0														
0.269663	0.450000	0.000000	0.000000	0.729730	0.505155	0.595960	0														
0.280899	0.350000	0.000000	0.000000	0.554054	0.309278	0.424242	0														
0.584270	0.683333	0.000000	0.000000	0.567568	0.453608	0.545455	0														
0.280899	0.350000	0.000000	0.000000	0.581081	0.237113	0.363636	0														
0.393258	0.533333	0.000000	0.000000	0.756757	0.381443	0.484848	0														
0.292135	0.166667	0.000000	0.000000	0.459459	0.226804	0.353535	0														
0.494382	0.583333	0.000000	0.000000	0.635135	0.237113	0.363636	0														
0.415730	0.566667	0.000000	0.000000	0.567568	0.340206	0.454545	0														
0.494382	0.433333	0.000000	0.000000	0.567568	0.226804	0.202020	0														
0.269663	0.450000	0.000000	0.000000	0.500000	0.257732	0.383838	0														
0.471910	0.233333	0.000000	0.000000	0.648649	0.237113	0.363636	0														
0.539326	0.433333	0.000000	0.000000	0.608108	0.226804	0.353535	0														
0.460674	0.533333	0.000000	0.000000	0.689189	0.422680	0.515152	0														
0.494382	0.200000	0.000000	0.000000	0.581081	0.247423	0.373737	0														
0.325843	0.416667	0.000000	0.000000	0.648649	0.360825	0.464646	0														
0.382022	0.200000	0.000000	0.000000	0.554054	0.329897	0.444444	0														
0.460674	0.450000	0.000000	0.000000	0.608108	0.288660	0.414141	0														
0.325843	0.516667	0.000000	0.000000	0.554054	0.206186	0.343434	0														
0.382022	0.650000	0.000000	0.000000	0.783784	0.288660	0.414141	0														
0.404494	0.666667	0.000000	0.000000	0.581081	0.432990	0.535354	0														
0.449438	0.500000	0.000000	0.000000	0.702703	0.474227	0.565657	0														
0.561798	0.550000	0.000000	0.000000	0.662162	0.443299	0.535354	0														
0.584270	0.466667	0.000000	0.000000	0.500000	0.340206	0.424242	0														
0.561798	0.583333	0.000000	0.000000	0.364865	0.206186	0.343434	0														
0.595506	0.433333	0.000000	0.000000	0.216216	0.268041	0.393939	0														
0.382022	0.500000	0.000000	0.000000	0.702703	0.329897	0.444444	0														
0.449438	0.433333	0.000000	0.000000	0.500000	0.247423	0.272727	0														
0.460674	0.450000	0.000000	0.000000	0.675676	0.216495	0.252525	0														
0.337079	0.483333	0.000000	0.000000	0.486486	0.185567	0.323232	0														
0.348315	0.516667	0.000000	0.000000	0.391892	0.257732	0.393939	0														
0.719101	1.000000	0.000000	0.000000	0.608108	0.329897	0.383838	0														
0.393258	0.350000	0.000000	0.000000	0.405405	0.319588	0.434343	0														
