0.507937	0.311475	0.278689	0.170000	0.000000	0.602410	0.600000	0.275000	0																
0.333333	0.295082	0.344262	0.150000	0.000000	0.000000	0.750000	0.375000	0																
0.333333	0.344262	0.295082	0.350000	0.000000	0.000000	0.666667	0.312500	0																
0.428571	0.377049	0.213115	0.110000	0.000000	0.000000	0.616667	0.275000	0																
0.444444	0.295082	0.180328	0.110000	0.000000	0.000000	0.600000	0.500000	0																
0.412698	0.311475	0.180328	0.160000	0.000000	0.000000	0.616667	0.275000	0																
0.380952	0.377049	0.147541	0.220000	0.000000	0.000000	0.633333	0.275000	0																
0.857143	0.688525	0.049180	0.300000	0.000000	0.000000	0.600000	0.275000	0																
0.380952	0.524590	0.213115	0.130000	0.000000	0.000000	0.700000	0.275000	0																
0.428571	0.524590	0.213115	0.150000	0.000000	0.000000	0.750000	0.275000	0																
0.634921	0.393443	0.229508	0.190000	0.000000	0.000000	0.766667	0.337500	0																
0.603175	0.426230	0.344262	0.180000	0.000000	0.000000	0.633333	0.275000	0																
0.301587	0.655738	0.360656	0.120000	0.000000	0.000000	0.666667	0.587500	0																
0.333333	0.393443	0.295082	0.180000	0.000000	0.000000	0.716667	0.325000	0																
0.460317	0.295082	0.196721	0.210000	0.000000	0.000000	0.650000	0.350000	0																
0.587302	0.442623	0.311475	0.270000	0.000000	0.000000	0.633333	0.275000	0																
0.714286	0.622951	0.278689	0.230000	0.000000	0.000000	0.550000	0.275000	0																
0.714286	0.573770	0.278689	0.220000	0.000000	0.000000	0.533333	0.275000	0																
0.746032	0.672131	0.163934	0.100000	0.000000	0.000000	0.600000	0.275000	0																
0.539683	0.377049	0.196721	0.330000	0.000000	0.000000	0.700000	0.275000	0																
0.301587	0.459016	0.229508	0.190000	0.000000	0.000000	0.616667	0.275000	0																
0.555556	0.442623	0.081967	0.080000	0.000000	0.000000	0.650000	0.337500	0																
0.650794	0.426230	0.098361	0.220000	0.000000	0.000000	0.633333	0.362500	0																
0.238095	0.409836	0.295082	0.090000	0.000000	0.000000	0.700000	0.275000	0																
0.460317	0.540984	0.262295	0.120000	0.000000	0.000000	0.633333	0.275000	0																
0.444444	0.295082	0.327869	0.150000	0.000000	0.000000	0.733333	0.275000	0																
0.460317	0.344262	0.213115	0.240000	0.000000	0.000000	0.716667	0.275000	0																
0.619048	0.491803	0.163934	0.270000	0.000000	0.000000	0.733333	0.362500	0																
0.365079	0.426230	0.213115	0.410000	0.000000	0.000000	0.666667	0.400000	0																
0.269841	0.409836	0.377049	0.460000	0.000000	0.000000	0.633333	0.412500	0																
0.333333	0.393443	0.278689	0.200000	0.000000	0.000000	0.533333	0.275000	0																
0.476190	0.655738	0.163934	0.250000	0.000000	0.000000	0.616667	0.350000	0																
0.714286	0.590164	0.295082	0.270000	0.000000	0.000000	0.400000	0.275000	0																
0.444444	0.508197	0.180328	0.400000	0.000000	0.000000	0.466667	0.275000	0																
0.444444	0.295082	0.262295	0.240000	0.000000	0.000000	0.566667	0.275000	0																
0.365079	0.229508	0.245902	0.180000	0.000000	0.000000	0.716667	0.275000	0																
0.174603	0.573770	0.262295	0.180000	0.000000	0.000000	0.616667	0.275000	0																
0.730159	0.721311	0.213115	0.160000	0.000000	0.000000	0.783333	0.275000	0																
0.126984	0.639344	0.147541	0.230000	0.000000	0.000000	0.700000	0.275000	0																
0.412698	0.327869	0.180328	0.460000	0.000000	0.602410	0.616667	0.337500	1																
0.349206	0.311475	0.327869	0.470000	0.000000	0.000000	0.583333	0.537500	0																
0.492063	0.704918	0.295082	0.150000	0.000000	0.000000	0.566667	0.275000	0																
0.333333	0.672131	0.213115	0.310000	0.000000	0.000000	0.600000	0.387500	0																
0.650794	0.475410	0.295082	0.250000	0.000000	0.000000	0.466667	0.325000	0																
0.238095	0.540984	0.180328	0.210000	0.000000	0.000000	0.683333	0.387500	0																
0.158730	0.180328	0.311475	0.150000	0.000000	0.000000	0.616667	0.375000	0																
0.317460	0.426230	0.278689	0.160000	0.000000	0.000000	0.566667	0.275000	0																
0.380952	0.590164	0.229508	0.160000	0.000000	0.000000	0.683333	0.275000	0																
0.634921	0.442623	0.180328	0.140000	0.000000	0.000000	0.533333	0.312500	0																
0.317460	0.557377	0.147541	0.310000	0.000000	0.000000	0.683333	0.362500	0																
0.396825	0.295082	0.229508	0.140000	0.000000	0.000000	0.683333	0.550000	0																
0.412698	0.360656	0.196721	0.240000	0.000000	0.000000	0.683333	0.412500	0																
0.365079	0.360656	0.278689	0.100000	0.000000	0.000000	0.600000	0.275000	0																
0.333333	0.344262	0.524590	0.210000	0.000000	0.000000	0.683333	0.400000	0																
0.333333	0.344262	0.524590	0.210000	0.000000	0.000000	0.683333	0.400000	0																
0.555556	0.459016	0.163934	0.200000	0.000000	0.000000	0.650000	0.275000	0																
0.460317	0.655738	0.081967	0.200000	0.000000	0.000000	0.566667	0.275000	0																
0.746032	0.393443	0.180328	0.230000	0.000000	0.000000	0.600000	0.275000	0																
0.031746	0.327869	0.262295	0.110000	0.000000	0.000000	0.616667	0.337500	0																
0.396825	0.278689	0.147541	0.320000	0.000000	1.000000	0.666667	0.275000	1																
0.317460	0.311475	0.229508	0.670000	0.000000	0.000000	0.566667	0.275000	0																
0.079365	0.213115	0.491803	0.180000	0.000000	0.000000	0.650000	0.275000	0																
0.476190	0.360656	0.196721	0.130000	0.000000	0.000000	0.566667	0.275000	0																
0.555556	0.278689	0.213115	0.180000	0.000000	0.000000	0.583333	0.275000	0																
0.380952	0.590164	0.229508	0.530000	0.000000	0.000000	0.666667	0.312500	0																
0.460317	0.704918	0.360656	0.230000	0.000000	0.000000	0.783333	0.275000	0																
0.190476	0.557377	0.213115	0.170000	0.000000	0.000000	0.650000	0.275000	0																
0.206349	0.590164	0.180328	0.150000	0.000000	0.000000	0.666667	0.275000	0																
0.206349	0.344262	0.213115	0.240000	0.000000	0.000000	0.783333	0.275000	0																
0.634921	0.475410	0.213115	0.280000	0.000000	0.000000	0.700000	0.312500	0																
0.285714	0.344262	0.196721	0.110000	0.000000	0.000000	0.733333	0.275000	0																
0.396825	0.344262	0.344262	0.210000	0.000000	0.000000	0.733333	0.275000	0																
0.539683	0.491803	0.114754	0.280000	0.000000	0.000000	0.583333	0.275000	0																
0.253968	0.737705	0.163934	0.210000	0.000000	0.000000	0.683333	0.312500	0																
0.523810	0.311475	0.344262	0.120000	0.000000	0.000000	0.700000	0.275000	0																
0.603175	0.327869	0.327869	0.240000	0.000000	0.000000	0.450000	0.275000	0																
0.587302	0.327869	0.311475	0.210000	0.000000	0.000000	0.483333	0.275000	0																
0.285714	0.524590	0.344262	0.190000	0.000000	0.602410	0.483333	0.275000	1																
0.349206	0.491803	0.311475	0.150000	0.000000	0.000000	0.533333	0.337500	0																
0.301587	0.491803	0.590164	0.170000	0.000000	0.000000	0.700000	0.275000	0																
0.301587	0.491803	0.590164	0.170000	0.000000	0.000000	0.700000	0.275000	0																
0.412698	0.098361	0.295082	0.360000	0.000000	0.000000	0.650000	0.225000	0																
0.015873	0.081967	0.213115	0.140000	0.000000	0.000000	0.666667	0.550000	0																
0.507937	0.524590	0.262295	0.140000	0.000000	0.000000	0.633333	0.275000	0																
0.396825	0.524590	0.213115	0.230000	0.000000	1.000000	0.633333	0.275000	1																
0.301587	0.442623	0.327869	0.220000	0.000000	0.000000	0.550000	0.275000	0																
0.968254	0.409836	0.180328	0.150000	0.000000	0.000000	0.666667	0.275000	0																
0.428571	0.229508	0.229508	0.160000	0.000000	0.000000	0.633333	0.362500	0																
0.587302	0.508197	0.262295	0.190000	0.000000	0.000000	0.683333	0.275000	0																
0.317460	0.393443	0.229508	0.180000	0.000000	0.000000	0.683333	0.275000	0																
0.523810	0.540984	0.180328	0.210000	0.000000	0.000000	0.583333	0.375000	0																
0.571429	0.409836	0.229508	0.110000	0.000000	0.000000	0.650000	0.600000	0																
0.412698	0.573770	0.245902	0.320000	0.000000	0.000000	0.733333	0.275000	0																
0.412698	0.573770	0.229508	0.320000	0.000000	0.000000	0.733333	0.275000	0																
0.555556	0.721311	0.163934	0.340000	0.000000	0.000000	0.650000	0.275000	0																
0.634921	0.606557	0.114754	0.190000	0.000000	0.000000	0.716667	0.337500	0																
0.571429	0.573770	0.098361	0.140000	0.000000	0.000000	0.683333	0.275000	0																
0.206349	0.426230	0.262295	0.120000	0.000000	0.000000	0.650000	0.275000	0																
0.682540	0.606557	0.114754	0.130000	0.000000	0.000000	0.666667	0.275000	0																
0.253968	0.409836	0.163934	0.150000	1.000000	0.000000	0.700000	0.437500	0																
0.380952	0.491803	0.147541	0.140000	0.000000	0.000000	0.616667	0.275000	0																
0.603175	0.655738	0.098361	0.260000	0.000000	0.000000	0.616667	0.275000	0																
0.698413	0.672131	0.049180	0.120000	0.000000	0.000000	0.650000	0.312500	0																
0.095238	0.311475	0.196721	0.180000	0.000000	0.000000	0.616667	0.337500	0																
0.587302	0.672131	0.229508	0.240000	0.000000	0.000000	0.733333	0.275000	0																
0.619048	0.639344	0.196721	0.240000	0.000000	0.000000	0.666667	0.275000	0																
0.825397	0.622951	0.229508	0.150000	0.000000	0.000000	0.600000	0.412500	0																
0.793651	0.639344	0.196721	0.130000	0.000000	1.000000	0.650000	0.275000	1																
